measurement_id,record_id,source_group_id,surface_group_id,legacy_analysis_split,v4_split,applsci_split,allow_training,allow_tuning,allow_evaluation,freeze_status
CA0226,CA0226,SRC021,SFC_9E60C86BF546,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0227,CA0227,SRC021,SFC_669705F5791A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0228,CA0228,SRC021,SFC_669705F5791A,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0229,CA0229,SRC021,SFC_669705F5791A,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0230,CA0230,SRC021,SFC_669705F5791A,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0231,CA0231,SRC021,SFC_DDF6B0728CC9,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0232,CA0232,SRC021,SFC_DDF6B0728CC9,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0233,CA0233,SRC021,SFC_DDF6B0728CC9,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0234,CA0234,SRC021,SFC_DDF6B0728CC9,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0235,CA0235,SRC013,SFC_2A727AF34E6D,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0236,CA0236,SRC013,SFC_2A727AF34E6D,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0237,CA0237,SRC013,SFC_2A727AF34E6D,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0238,CA0238,SRC013,SFC_E38FF72DBA39,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0239,CA0239,SRC013,SFC_E38FF72DBA39,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0240,CA0240,SRC013,SFC_E38FF72DBA39,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0241,CA0241,SRC013,SFC_39DBA098ECDC,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0242,CA0242,SRC013,SFC_39DBA098ECDC,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0243,CA0243,SRC013,SFC_39DBA098ECDC,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0244,CA0244,SRC013,SFC_417F923EF7B4,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0245,CA0245,SRC013,SFC_417F923EF7B4,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0246,CA0246,SRC013,SFC_417F923EF7B4,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0247,CA0247,SRC013,SFC_8E79B764A41F,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0248,CA0248,SRC013,SFC_8E79B764A41F,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0249,CA0249,SRC013,SFC_8E79B764A41F,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0250,CA0250,SRC013,SFC_67E6ABEA7841,internal_val,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0251,CA0251,SRC013,SFC_67E6ABEA7841,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0252,CA0252,SRC013,SFC_67E6ABEA7841,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0253,CA0253,SRC011,SFC_DD1904FD1DBF,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0254,CA0254,SRC011,SFC_74C7FAE58BD3,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0255,CA0255,SRC011,SFC_BFB36F36DFF3,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0256,CA0256,SRC011,SFC_5909B52DF857,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0257,CA0257,SRC011,SFC_D48BBEC17BF3,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0258,CA0258,SRC011,SFC_179EF7E9B650,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0259,CA0259,SRC011,SFC_B2AC4F8CCBF8,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0260,CA0260,SRC011,SFC_C13E21BB974A,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0261,CA0261,SRC011,SFC_27BD567B723E,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0262,CA0262,SRC011,SFC_B6256FFE081B,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0263,CA0263,SRC011,SFC_21F140E4B18D,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0264,CA0264,SRC011,SFC_00EE5242D2A3,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0265,CA0265,SRC011,SFC_3165A119B1C7,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0266,CA0266,SRC011,SFC_614D12C0AF73,excluded_review,excluded_review,excluded_review,no,no,no,provisional_v4_bootstrap
CA0267,CA0267,SRC015,SFC_93C87B65E929,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0268,CA0268,SRC015,SFC_93C87B65E929,internal_test,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0269,CA0269,SRC015,SFC_A716853C1624,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0270,CA0270,SRC015,SFC_A716853C1624,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0271,CA0271,SRC015,SFC_86D8700CAF9C,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0272,CA0272,SRC015,SFC_86D8700CAF9C,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0273,CA0273,SRC015,SFC_3014F50685DA,internal_test,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0274,CA0274,SRC015,SFC_3014F50685DA,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0275,CA0275,SRC015,SFC_FD37A16743B7,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0276,CA0276,SRC015,SFC_FD37A16743B7,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0277,CA0277,SRC005,SFC_1B0EE35A8601,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0278,CA0278,SRC005,SFC_1B0EE35A8601,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0279,CA0279,SRC005,SFC_231FB62337B5,internal_test,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0280,CA0280,SRC005,SFC_231FB62337B5,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0281,CA0281,SRC005,SFC_D6B816FE09EC,internal_test,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0282,CA0282,SRC005,SFC_D6B816FE09EC,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0283,CA0283,SRC005,SFC_F8843DC534D0,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0284,CA0284,SRC005,SFC_F8843DC534D0,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0285,CA0285,SRC006,SFC_4B9DA50F6033,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0286,CA0286,SRC006,SFC_4B9DA50F6033,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0287,CA0287,SRC022,SFC_75203B72A5AD,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0288,CA0288,SRC022,SFC_75203B72A5AD,internal_val,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0289,CA0289,SRC022,SFC_39B450DAB1FB,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0290,CA0290,SRC022,SFC_39B450DAB1FB,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0291,CA0291,SRC022,SFC_588A96278F34,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0292,CA0292,SRC022,SFC_588A96278F34,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0293,CA0293,SRC022,SFC_A2BE3F1765AE,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0294,CA0294,SRC022,SFC_A2BE3F1765AE,balanced_holdout,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0295,CA0295,SRC022,SFC_292FB4EA5D24,internal_val,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0296,CA0296,SRC022,SFC_292FB4EA5D24,internal_test,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0297,CA0297,SRC022,SFC_BD3224C101E4,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0298,CA0298,SRC022,SFC_BD3224C101E4,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0299,CA0299,SRC022,SFC_2E5EA5C6D130,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0300,CA0300,SRC022,SFC_2E5EA5C6D130,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0301,CA0301,SRC022,SFC_D4A1459EC26C,internal_val,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0302,CA0302,SRC022,SFC_D4A1459EC26C,internal_train,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0303,CA0303,SRC001,SFC_B8DDD579CB88,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0304,CA0304,SRC001,SFC_B8DDD579CB88,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0305,CA0305,SRC001,SFC_B8DDD579CB88,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0306,CA0306,SRC001,SFC_B8DDD579CB88,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0307,CA0307,SRC001,SFC_B8DDD579CB88,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0308,CA0308,SRC001,SFC_F862748296EB,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0309,CA0309,SRC001,SFC_F862748296EB,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0310,CA0310,SRC001,SFC_F862748296EB,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0311,CA0311,SRC001,SFC_F862748296EB,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0312,CA0312,SRC001,SFC_F862748296EB,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0313,CA0313,SRC001,SFC_2202AAAAD87C,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0314,CA0314,SRC001,SFC_2202AAAAD87C,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0315,CA0315,SRC001,SFC_2202AAAAD87C,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0316,CA0316,SRC001,SFC_2202AAAAD87C,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0317,CA0317,SRC001,SFC_2202AAAAD87C,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0318,CA0318,SRC001,SFC_BC3ADCE03F16,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0319,CA0319,SRC001,SFC_BC3ADCE03F16,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0320,CA0320,SRC001,SFC_BC3ADCE03F16,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0321,CA0321,SRC001,SFC_BC3ADCE03F16,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0322,CA0322,SRC001,SFC_BC3ADCE03F16,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0323,CA0323,SRC001,SFC_4E9D8F5E0021,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0324,CA0324,SRC001,SFC_4E9D8F5E0021,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0325,CA0325,SRC001,SFC_4E9D8F5E0021,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0326,CA0326,SRC001,SFC_4E9D8F5E0021,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0327,CA0327,SRC001,SFC_4E9D8F5E0021,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0328,CA0328,SRC001,SFC_AA2B954681B3,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0329,CA0329,SRC001,SFC_AA2B954681B3,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0330,CA0330,SRC001,SFC_AA2B954681B3,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0331,CA0331,SRC001,SFC_AA2B954681B3,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0332,CA0332,SRC001,SFC_AA2B954681B3,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0333,CA0333,SRC014,SFC_2D953D8FEA9A,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0334,CA0334,SRC014,SFC_2D953D8FEA9A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0335,CA0335,SRC014,SFC_2D953D8FEA9A,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0336,CA0336,SRC014,SFC_AD3F4CCED3FF,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0337,CA0337,SRC014,SFC_AD3F4CCED3FF,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0338,CA0338,SRC014,SFC_AD3F4CCED3FF,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0339,CA0339,SRC014,SFC_7311940ACDF8,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0340,CA0340,SRC014,SFC_7311940ACDF8,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0341,CA0341,SRC014,SFC_7311940ACDF8,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0342,CA0342,SRC014,SFC_7A3F6303565B,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0343,CA0343,SRC014,SFC_7A3F6303565B,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0344,CA0344,SRC014,SFC_7A3F6303565B,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0345,CA0345,SRC014,SFC_54D3CCF77E3A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0346,CA0346,SRC014,SFC_54D3CCF77E3A,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0347,CA0347,SRC014,SFC_54D3CCF77E3A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0348,CA0348,SRC014,SFC_66EE1063F64A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0349,CA0349,SRC014,SFC_66EE1063F64A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0350,CA0350,SRC014,SFC_66EE1063F64A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0351,CA0351,SRC014,SFC_7D389175DB70,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0352,CA0352,SRC014,SFC_7D389175DB70,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0353,CA0353,SRC014,SFC_7D389175DB70,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0354,CA0354,SRC014,SFC_B1FAE164CF82,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0355,CA0355,SRC014,SFC_B1FAE164CF82,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0356,CA0356,SRC014,SFC_B1FAE164CF82,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0357,CA0357,SRC014,SFC_F13264E1CC9A,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0358,CA0358,SRC014,SFC_F13264E1CC9A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0359,CA0359,SRC014,SFC_F13264E1CC9A,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0360,CA0360,SRC020,SFC_9D7026B7F20A,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0361,CA0361,SRC020,SFC_9D7026B7F20A,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0362,CA0362,SRC020,SFC_9D7026B7F20A,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0363,CA0363,SRC020,SFC_3BF005A262A4,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0364,CA0364,SRC020,SFC_3BF005A262A4,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0365,CA0365,SRC020,SFC_3BF005A262A4,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0366,CA0366,SRC020,SFC_5EBD6486C99B,internal_test,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0367,CA0367,SRC020,SFC_5EBD6486C99B,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0368,CA0368,SRC020,SFC_5EBD6486C99B,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0369,CA0369,SRC020,SFC_8C9D5E267A39,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0370,CA0370,SRC020,SFC_8C9D5E267A39,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0371,CA0371,SRC020,SFC_8C9D5E267A39,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0372,CA0372,SRC020,SFC_9EBDC478F1D0,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0373,CA0373,SRC020,SFC_9EBDC478F1D0,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0374,CA0374,SRC020,SFC_9EBDC478F1D0,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0375,CA0375,SRC020,SFC_500FB1C18BA7,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0376,CA0376,SRC020,SFC_500FB1C18BA7,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0377,CA0377,SRC020,SFC_500FB1C18BA7,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0378,CA0378,SRC020,SFC_463017990582,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0379,CA0379,SRC020,SFC_463017990582,balanced_holdout,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0380,CA0380,SRC020,SFC_463017990582,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0381,CA0381,SRC020,SFC_EA6FE64D72B2,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0382,CA0382,SRC020,SFC_EA6FE64D72B2,internal_val,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0383,CA0383,SRC020,SFC_EA6FE64D72B2,internal_train,validation,validation,no,yes,no,provisional_v4_bootstrap
CA0384,CA0384,SRC004,SFC_1959CDFDAA85,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0385,CA0385,SRC004,SFC_1959CDFDAA85,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0386,CA0386,SRC004,SFC_1959CDFDAA85,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0387,CA0387,SRC004,SFC_309E17907FBA,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0388,CA0388,SRC004,SFC_309E17907FBA,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0389,CA0389,SRC004,SFC_309E17907FBA,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0390,CA0390,SRC004,SFC_3658FB055001,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0391,CA0391,SRC004,SFC_3658FB055001,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0392,CA0392,SRC004,SFC_3658FB055001,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0393,CA0393,SRC004,SFC_AE86A39F2CBE,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0394,CA0394,SRC004,SFC_AE86A39F2CBE,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0395,CA0395,SRC004,SFC_AE86A39F2CBE,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0396,CA0396,SRC004,SFC_1A55A8F9BE53,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0397,CA0397,SRC004,SFC_1A55A8F9BE53,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0398,CA0398,SRC004,SFC_1A55A8F9BE53,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0399,CA0399,SRC004,SFC_E53F0A6F08A0,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0400,CA0400,SRC004,SFC_E53F0A6F08A0,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0401,CA0401,SRC004,SFC_E53F0A6F08A0,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0402,CA0402,SRC004,SFC_2A9E0C34389A,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0403,CA0403,SRC004,SFC_2A9E0C34389A,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0404,CA0404,SRC004,SFC_2A9E0C34389A,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0405,CA0405,SRC004,SFC_4CE305FCECB9,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0406,CA0406,SRC004,SFC_4CE305FCECB9,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0407,CA0407,SRC004,SFC_4CE305FCECB9,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0408,CA0408,SRC004,SFC_B4F56FFE60FB,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0409,CA0409,SRC004,SFC_B4F56FFE60FB,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0410,CA0410,SRC004,SFC_B4F56FFE60FB,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0411,CA0411,SRC004,SFC_572551235161,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0412,CA0412,SRC004,SFC_572551235161,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0413,CA0413,SRC004,SFC_572551235161,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0414,CA0414,SRC004,SFC_7E0BA3D04E9B,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0415,CA0415,SRC004,SFC_7E0BA3D04E9B,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0416,CA0416,SRC004,SFC_7E0BA3D04E9B,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0417,CA0417,SRC004,SFC_AE01D8CAA284,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0418,CA0418,SRC004,SFC_AE01D8CAA284,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0419,CA0419,SRC004,SFC_AE01D8CAA284,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0420,CA0420,SRC004,SFC_2E8A7F435ADF,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0421,CA0421,SRC004,SFC_2E8A7F435ADF,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0422,CA0422,SRC004,SFC_2E8A7F435ADF,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0423,CA0423,SRC004,SFC_9E9E03484254,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0424,CA0424,SRC004,SFC_9E9E03484254,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0425,CA0425,SRC004,SFC_9E9E03484254,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0426,CA0426,SRC004,SFC_977322D0A384,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0427,CA0427,SRC004,SFC_977322D0A384,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0428,CA0428,SRC004,SFC_977322D0A384,hard_external,train,train,yes,no,no,provisional_v4_bootstrap
CA0429,CA0429,SRC016,SFC_D23857573968,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0430,CA0430,SRC016,SFC_D23857573968,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0431,CA0431,SRC016,SFC_D23857573968,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0432,CA0432,SRC016,SFC_CDEB89D989AC,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0433,CA0433,SRC016,SFC_CDEB89D989AC,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0434,CA0434,SRC016,SFC_CDEB89D989AC,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0435,CA0435,SRC016,SFC_6A9ED69E4397,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0436,CA0436,SRC016,SFC_6A9ED69E4397,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0437,CA0437,SRC016,SFC_6A9ED69E4397,internal_val,train,train,yes,no,no,provisional_v4_bootstrap
CA0438,CA0438,SRC016,SFC_5A7AACDD77C7,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0439,CA0439,SRC016,SFC_5A7AACDD77C7,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0440,CA0440,SRC016,SFC_5A7AACDD77C7,balanced_holdout,train,train,yes,no,no,provisional_v4_bootstrap
CA0441,CA0441,SRC016,SFC_66D5DCF7DD85,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0442,CA0442,SRC016,SFC_66D5DCF7DD85,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0443,CA0443,SRC016,SFC_66D5DCF7DD85,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0444,CA0444,SRC016,SFC_FC48A7AD25F0,internal_test,train,train,yes,no,no,provisional_v4_bootstrap
CA0445,CA0445,SRC016,SFC_FC48A7AD25F0,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0446,CA0446,SRC016,SFC_FC48A7AD25F0,internal_train,train,train,yes,no,no,provisional_v4_bootstrap
CA0447,CA0447,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0448,CA0448,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0449,CA0449,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0450,CA0450,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0451,CA0451,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0452,CA0452,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0453,CA0453,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0454,CA0454,SRC017,SFC_AFFB3785B9F0,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0455,CA0455,SRC018,SFC_8D989D0E7E7F,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
CA0456,CA0456,SRC018,SFC_8D989D0E7E7F,hard_external,internal_test,internal_test,no,no,yes,provisional_v4_bootstrap
