record_id,split_group,analysis_split,model_use,include_in_training,allow_train,allow_validation,allow_tuning,allow_hyperparameter_search,allow_internal_test_eval,allow_balanced_holdout_eval,allow_external_eval,freeze_status,leakage_policy,source_group_id,duplicate_policy,solid_surface_energy_source_type,quality_grade,solid_family,solid_name,liquid_name,contact_angle_deg,reference_doi,source_type,record_sha256
CA0153,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,retain_condition_distinct_near_duplicate_same_split_marked,inferred_from_contact_angles,A_high,polymer,Topas,diiodomethane,37.7,10.3390/ijms22084012,literature,0d71789c3d43f790fba52969b0bf6fe9f86032e81b566fe426b13a760335cc41
CA0154,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas,ethylene glycol,44.2,10.3390/ijms22084012,literature,89e8814a153713ac408e7d72005501fd4a18c7123fe51b893eef972e57d84ad8
CA0155,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas,water,86.2,10.3390/ijms22084012,literature,7097e9c1c3485d7b32f52ef5370d081a951af64a3132f7b9a48872e77d103296
CA0156,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas,diiodomethane,33.6,10.3390/ijms22084012,literature,4830c03e8e6bb4840d58bccf436485f6992d010edbaca66b7e1c0cce10344d3f
CA0157,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas,ethylene glycol,49.4,10.3390/ijms22084012,literature,30853c924c39296d9607ecac83dee6923ec14bad54334051a5b2a105900cbe92
CA0158,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,water,77.6,10.3390/ijms22084012,literature,842580e4740bc7b73d69242838f64af1eb5a3cdabaf0183068083513a0c8be01
CA0159,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,diiodomethane,40.5,10.3390/ijms22084012,literature,431abdcb932171f09a5688d950c0c70e32b34b7ba4db93ec389072df80786cf6
CA0160,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,ethylene glycol,54.1,10.3390/ijms22084012,literature,43bb6727a35c2989680a26d14c5f44ff362c41d6c9b8e414521fd21d1173c0f3
CA0161,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,water,79.7,10.3390/ijms22084012,literature,0a7bf954ec9e8c244347af2012ff868f0de7e586b45d97bc68dd00c14cdef0ac
CA0162,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,diiodomethane,48,10.3390/ijms22084012,literature,2824f3bc4bd4a2215561e022c8c9eaa8915f0e164ea89142d3ebc9c81f6845af
CA0163,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,ethylene glycol,58.7,10.3390/ijms22084012,literature,7c81d455f9356e45709a7173103dd2a879725926380d8336241daa52d52bd774
CA0164,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,water,66.7,10.3390/ijms22084012,literature,523a1fc500529309bb67b552d9e97df517b1f9a0fc087bbe53771031d2ecd3d4
CA0165,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,diiodomethane,33,10.3390/ijms22084012,literature,57fba4144cab39b0ce6d09ffaebb32a296b34ea9fca70b4d5b0145ffdaf2e52f
CA0166,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,ethylene glycol,46,10.3390/ijms22084012,literature,b709da5b13bce1acc6edc828ca18e02edfbb840f807d37ff061439e0111f96db
CA0167,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,water,85.3,10.3390/ijms22084012,literature,6c9e4ed2340f5db93ba9b7b0a281455f183f56f815a05c87e87fcc777d345657
CA0168,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,diiodomethane,42.7,10.3390/ijms22084012,literature,ab1e26deefab0fad51863ddcd3a6888fda445e19be700a072e973a297340af83
CA0169,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,ethylene glycol,54.6,10.3390/ijms22084012,literature,701222d313e115676bb9b5a1b89655505f2a5eb6107711b14febdc4b09013885
CA0170,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,water,70.8,10.3390/ijms22084012,literature,06c40c8edaf6c7c133f62a1ded1a9a1ed613785b14acabc33602d3cba8035e0a
CA0171,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,diiodomethane,31.6,10.3390/ijms22084012,literature,492daf2e255cd37dccfa9bc596d25b1663d01ee0db51de72ffeba892c2ea047f
CA0172,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,Topas/CBD,ethylene glycol,43.6,10.3390/ijms22084012,literature,e8e50a9613c0f37593b2ef4c2871e23c4aa97673a43d94e8f77b997350d00ef0
CA0173,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,water,70,10.3390/ijms22084012,literature,5b6af8b63b623aed0c34c7006f71543e3c9c15aa7ab3e6d50dafe0457f23b527
CA0174,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,diiodomethane,44.5,10.3390/ijms22084012,literature,38ecaf34c27b8095597b4bd8fea988e7ed4d3345e0c16748715dd9031e6a9260
CA0175,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC019,retain_condition_distinct_near_duplicate_cross_split_marked_not_independent,inferred_from_contact_angles,A_high,polymer,PLA,ethylene glycol,57.7,10.3390/ijms22084012,literature,cd7580579e11160b1a7b227a1b2296bf9a9b5485f39a8b718b9958997fb4dca5
CA0176,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,water,67.9,10.3390/ijms22084012,literature,41adddc18eacc3a4a2dd1bcaa17ff3e2347dd4f208c66262b19047132feb0d50
CA0177,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,diiodomethane,30.1,10.3390/ijms22084012,literature,4a1f9de473d7cbb14331c743099cc4e3781d1f34cb745c8d277afd157fd7b68d
CA0178,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,ethylene glycol,40.6,10.3390/ijms22084012,literature,4d2081544ac37823321964f64c3b29119fd7e0c9b8ae16485cb66a91a77c535c
CA0179,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,water,84.9,10.3390/ijms22084012,literature,51b45c69e28a6a65b26b33d03932f6487443b2ff83d2b793c37fc63d9ea78bc6
CA0180,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,diiodomethane,43.3,10.3390/ijms22084012,literature,2cdb55db36bfcb444f67279c365d6658ef10210416685279611e649590b36ce3
CA0181,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,retain_condition_distinct_near_duplicate_cross_split_marked_not_independent,inferred_from_contact_angles,A_high,polymer,PLA,ethylene glycol,57.7,10.3390/ijms22084012,literature,6b87987b6d7b2b65c41c8d8c4b50f5c7e4b61fe1813f34b0590c37f72ea0835e
CA0182,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,water,71.5,10.3390/ijms22084012,literature,ff0328dc8ca3036534cc8b903ea81683de15adfac8a78eac2063d1edb9235e57
CA0183,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,diiodomethane,34,10.3390/ijms22084012,literature,34532f5b9a51a484f3fcbf8e469dfa6ef2ca9a4ba9039d319dfdb2cdd452ce72
CA0184,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,ethylene glycol,45.1,10.3390/ijms22084012,literature,446aba59729197d67cc285819c0393212dd7bd9180e190653d9c0cd20d08b84f
CA0185,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,water,76.7,10.3390/ijms22084012,literature,bdf4ae3001e763c6fd8c1a53f88fd2fcb48d86400d6d050325f222c945dd11d1
CA0186,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,diiodomethane,32.4,10.3390/ijms22084012,literature,4b7016c89954d5881fc9fc6c14b29b5231fdce3bc12fdbe0fbe6f50180703ed5
CA0187,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA,ethylene glycol,45.9,10.3390/ijms22084012,literature,e4dea10d5a6da6d5ffe1e8d1b33212268743e0916ab1926f870488cdf46448a1
CA0188,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,water,77.6,10.3390/ijms22084012,literature,48129c9d78c46660c265bb3229232586f8707c6a800aa12e8c208b3be1865938
CA0189,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,diiodomethane,43.3,10.3390/ijms22084012,literature,e35aef73a61cd1bdcceb888080d1a4d8671acff2183591b698cb459679d847f7
CA0190,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,ethylene glycol,54.7,10.3390/ijms22084012,literature,3b6da9342bc6e7313daf262fc5bf2591d92d69477b6d1e94ca6dc0dbd98ac2da
CA0191,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,water,76.8,10.3390/ijms22084012,literature,79768769c123756bf55d09d43fc81c2d2a657ad8fe963f852c3b99388f7e88a0
CA0192,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,diiodomethane,40.8,10.3390/ijms22084012,literature,e22b3115b7060f2b895268eea74b750ba07df3e6aa6c6df2539028c928ba2dbf
CA0193,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,ethylene glycol,52.8,10.3390/ijms22084012,literature,c843d71fbd00ff58f703aff6b0b49b3caa56e2185d7e8ec2262939917b5e5fa2
CA0194,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,water,69.2,10.3390/ijms22084012,literature,eafd27acde3210ec29124525263acb0eb38829e89770a763072c90effe4a89e8
CA0195,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,diiodomethane,34.2,10.3390/ijms22084012,literature,c5976b22d11e8adf67884f73ae20a59f11bac1b6646d15dc0214273071249c94
CA0196,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,ethylene glycol,46.5,10.3390/ijms22084012,literature,3d959cc3fc657c66f39e6e4737f8f147efa2227acafa8b2d47b3ece2862c71ec
CA0197,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,water,64,10.3390/ijms22084012,literature,9fc934d80b52064180e11e3a7bf2eeed6d8bd07730b0fc17c62ab3ab3acbdf54
CA0198,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,diiodomethane,34.4,10.3390/ijms22084012,literature,dda6a5348eaabcb5fb9d4150349768f685be27c89e62be91c409c01a7af8712d
CA0199,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,ethylene glycol,40.6,10.3390/ijms22084012,literature,8c991fb4408b97dff1791f38d653585662cc5205a47d5a4a0c57ff385eae4fc7
CA0200,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,water,73.5,10.3390/ijms22084012,literature,3eb0152a3a84ecd49daea755c44d925fb3ab80373f3b9ac554d612fc2417460d
CA0201,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,diiodomethane,38,10.3390/ijms22084012,literature,4308d79288f7693a4c3f5383cec2bcfca6f372fa4b6be423507f9ac09eadf58e
CA0202,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC019,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,polymer,PLA/CBD,ethylene glycol,48.1,10.3390/ijms22084012,literature,fca98ce11b76562d4841043caeb2b36797c91ffaa566919ae6b20573dae7d2d7
CA0203,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-1,water,148.4,10.3390/nano11030670,literature,5fb41218ddd445cf8ab56125232d396da57ff49f14f54693aa80e2a6dba29154
CA0204,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-1,ethylene glycol,13.7,10.3390/nano11030670,literature,72b4d03f51e11b8b433ba958e2c769185161e2ed43be6be3f16d7ed49dd16627
CA0205,internal_pool,internal_test,fixed_internal_test,no,no,no,no,no,yes,no,no,frozen_v3.4,fixed_internal_test_no_tuning,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-1,diiodomethane,10.1,10.3390/nano11030670,literature,75d615040c8b7fbc2896b319f4883016be3aee325ac1eeebdb79076b579d6866
CA0206,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-1,formamide,88,10.3390/nano11030670,literature,71d5daac8b3e7dd3ecde46c7cbf4e5e40f3844f15ece7fd82dd8cec496d203cb
CA0207,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-2,water,157,10.3390/nano11030670,literature,0cd917eb8fdedf1c202289d143ad8b3cad7970011c0cc4948026c454754892e2
CA0208,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-2,ethylene glycol,14.2,10.3390/nano11030670,literature,59b92eee19e331377df5efac7646de691da2811a5147620904f8aed01f5ebbab
CA0209,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,B_medium,semiconductor,MacroPSi-2,diiodomethane,10,10.3390/nano11030670,literature,d839d3e7cd11119cd5da58f11adfc3ce6ae2de7c7f22687343b5ae6976894663
CA0210,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-2,formamide,94.5,10.3390/nano11030670,literature,c329fbb6261bf65836404a12f3dcc728c4cc11070331ab7516e22f195e12dfd0
CA0211,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-3,water,129.3,10.3390/nano11030670,literature,35ddfac5a192c29a0f1bc14bb9d109d7d38701936af7408bc38d94364aac40d7
CA0212,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-3,ethylene glycol,59.1,10.3390/nano11030670,literature,cb361fa7db8c6e26e9254b2f90d9eda532461d4fa192fe25f106f239185599d0
CA0213,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-3,diiodomethane,30,10.3390/nano11030670,literature,20b9470d71541cc668fc39c6ba06b9c9ae5f6106c38bd8afb7e3400f332dc8fc
CA0214,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-3,formamide,63.5,10.3390/nano11030670,literature,06a3309ce5cc3e8eb26b87c955be55c4bd8ba2be5fe2d99893a5d3a4cfd46c65
CA0215,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-4,water,103.8,10.3390/nano11030670,literature,6244a0e7d127a0171c493e6a6193924a6efb269db7b2fb78830fbefd4cf108e8
CA0216,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-4,ethylene glycol,38.6,10.3390/nano11030670,literature,c69d349685241543f06c5e57c956b38b07989ca58cd51e8bb5e3ce3d3f6538d1
CA0217,internal_pool,internal_val,fixed_internal_validation_tuning,no,no,yes,yes,yes,no,no,no,frozen_v3.4,fixed_internal_validation_and_tuning_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-4,diiodomethane,18.5,10.3390/nano11030670,literature,3fd85b9efae7d30e1ca34ee58834ed1ae6669a8e51d34ee36449dff85cbdf4a5
CA0218,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,MacroPSi-4,formamide,66.2,10.3390/nano11030670,literature,d6e80f8ee4a050840b9fac8e2f42423cdebfe120c717ceaa2a38b65a2aaee42b
CA0219,internal_pool,internal_train,fixed_internal_train,yes,yes,no,no,no,no,no,no,frozen_v3.4,fixed_internal_train_only,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-1,water,143.8,10.3390/nano11030670,literature,eb315a84abf35a3ab5eab47ba8420abb37d290adeecee46e30663dae43ba1a41
CA0220,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-1,ethylene glycol,119.7,10.3390/nano11030670,literature,18fff0998272f4d9643ac54da35fa74ad976833da3812a9661c4c24042c2b1cf
CA0221,balanced_holdout,balanced_holdout,balanced_holdout_same_source_possible,no,no,no,no,no,no,yes,no,frozen_v3.4,balanced_holdout_no_train_no_validation_no_tuning_no_hparam_source_overlap_possible,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-1,diiodomethane,117.8,10.3390/nano11030670,literature,b10a1a401795eb4f693c7e61d55c1523e15dcb425e9881a2c9253513c65f65c4
CA0222,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-1,formamide,125.9,10.3390/nano11030670,literature,ba79e28ede31cf1f817ea94c5a45ca2cf3044be9555c75b56181b1416c1e9ba7
CA0223,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-2,water,157.5,10.3390/nano11030670,literature,a4228c6eb24736ae1ac3b20b828ab961a0084c161bde6501c275553f711a1e9c
CA0224,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-2,ethylene glycol,147.7,10.3390/nano11030670,literature,a2cd7ec2eba85a5e9d9d6cf3287b6562be0dbda0229143067237c90008a84434
CA0225,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-2,diiodomethane,139.4,10.3390/nano11030670,literature,727f49df361578165c63b6d5c1a481b563a0d89052b0ea0d378aedb218cb7455
CA0226,hard_external,hard_external,hard_external_cleaner_independent_holdout,no,no,no,no,no,no,no,yes,frozen_v3.4,hard_external_no_train_no_validation_no_tuning_no_hparam,SRC021,unique_or_condition_distinct_keep,inferred_from_contact_angles,A_high,semiconductor,FOTS-MacroPSi-2,formamide,135.9,10.3390/nano11030670,literature,577111e0b83ac4c535296e3d2a5fa0436c2563a390aefa592c7c557e1714ba1c
