record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0081,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PTFE,polymer,,plasma,"SDBD air plasma, 15 s",,smooth,,,,41.87,19.62,22.25,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,60.42,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0082,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PTFE,polymer,,plasma,"SDBD air plasma, 15 s",,smooth,,,,41.87,19.62,22.25,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,60.25,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC010,unique_or_condition_distinct_keep
CA0083,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PTFE,polymer,,plasma,"SDBD air plasma, 30 s",,smooth,,,,33.46,23.92,9.54,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,76.51,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC010,unique_or_condition_distinct_keep
CA0084,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PTFE,polymer,,plasma,"SDBD air plasma, 30 s",,smooth,,,,33.46,23.92,9.54,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,58.3,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0085,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,untreated,untreated PE control,,smooth,,,,17.38,15.59,1.79,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,103.37,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0086,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,untreated,untreated PE control,,smooth,,,,17.38,15.59,1.79,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,80.65,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0087,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 5 s",,smooth,,,,20.85,16.66,4.19,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,94.3,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0088,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 5 s",,smooth,,,,20.85,16.66,4.19,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,76.04,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0089,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 15 s",,smooth,,,,47.16,14.94,32.22,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,52.45,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0090,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 15 s",,smooth,,,,47.16,14.94,32.22,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,66.51,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0091,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 30 s",,smooth,,,,57.83,27.04,30.79,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,40.92,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0092,v3.4,verified,literature,Comparative study of surface modification of fluorinated and non-fluorinated polymers using SDBD air plasma,F. Jamali; A. Kargarian,2025,10.1038/s41598-025-19841-7,https://doi.org/10.1038/s41598-025-19841-7,Table 2 direct value; contact angles reported for water and diiodomethane after air SDBD plasma treatments,PE,polymer,,plasma,"SDBD air plasma, 30 s",,smooth,,,,57.83,27.04,30.79,,,,calculated from paired water/diiodomethane contact angles in Table 2,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,40.8,static,sessile_drop,2,,,,,unknown,air SDBD plasma study; values grouped by polymer and treatment time,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC010,unique_or_condition_distinct_keep
CA0093,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,cleaning,IPA-cleaned PEEK control,,smooth,,,,24.34,13.82,10.52,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,83.5,static,sessile_drop,,,2.1,,,unknown,IPA-cleaned PEEK control,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0094,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,cleaning,IPA-cleaned PEEK control,,smooth,,,,24.34,13.82,10.52,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,77.7,static,sessile_drop,,,1.9,,,unknown,IPA-cleaned PEEK control,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0095,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,plasma,IPA cleaning + air plasma,,smooth,,,,72.16,28.79,43.37,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,11.4,static,sessile_drop,,,1.8,,,unknown,IPA cleaning + air plasma,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0096,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,plasma,IPA cleaning + air plasma,,smooth,,,,72.16,28.79,43.37,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,30.2,static,sessile_drop,,,1.8,,,unknown,IPA cleaning + air plasma,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC009,unique_or_condition_distinct_keep
CA0097,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,mechanical_polishing,IPA cleaning + sand blasting,,rough,,,,16.36,13.48,2.88,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,101.3,static,sessile_drop,,,4.1,,,unknown,IPA cleaning + sand blasting,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0098,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,mechanical_polishing,IPA cleaning + sand blasting,,rough,,,,16.36,13.48,2.88,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,83.8,static,sessile_drop,,,2,,,unknown,IPA cleaning + sand blasting,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0099,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,plasma,IPA cleaning + sand blasting + air plasma,,rough,,,,38.41,19.91,18.5,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,65.4,static,sessile_drop,,,3.6,,,unknown,IPA cleaning + sand blasting + air plasma,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0100,v3.4,verified,literature,An investigation of methods to enhance adhesion of conductive layer and dielectric substrate for additive manufacturing of electronics,Zhang et al.,2024,10.1038/s41598-024-61327-5,https://doi.org/10.1038/s41598-024-61327-5,Table 4 direct value; mean +/- standard deviation reported for water and diiodomethane,PEEK,polymer,,plasma,IPA cleaning + sand blasting + air plasma,,rough,,,,38.41,19.91,18.5,,,,calculated from paired water/diiodomethane contact angles in Table 4,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,61.3,static,sessile_drop,,,2.5,,,unknown,IPA cleaning + sand blasting + air plasma,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC009,unique_or_condition_distinct_keep
CA0101,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,PP,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,30.79,30.71,0.08,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,98.7,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC007,unique_or_condition_distinct_keep
CA0102,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,PP,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,30.79,30.71,0.08,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,45.7,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC007,unique_or_condition_distinct_keep
CA0103,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,PET,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,40.91,40.35,0.56,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,85.6,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC007,unique_or_condition_distinct_keep
CA0104,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,PET,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,40.91,40.35,0.56,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,27.8,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC007,unique_or_condition_distinct_keep
CA0105,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,Nylon6,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,48.68,38.89,9.79,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,69.3,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC007,unique_or_condition_distinct_keep
CA0106,v3.4,verified,literature,Electrical percolation threshold of carbon black in a polymer matrix and its connection to polymer-filler gel formation,Choi et al.,2019,10.1038/s41598-019-42495-1,https://doi.org/10.1038/s41598-019-42495-1,Table 1 direct value; contact angles measured using distilled water and diiodomethane,Nylon6,polymer,,untreated,neat polymer matrix film before carbon black addition,,smooth,,,,48.68,38.89,9.79,,,,"same paper Table 1, OWRK surface energy",inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,31.6,static,sessile_drop,,,,,,unknown,neat polymer matrix reference,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC007,unique_or_condition_distinct_keep
CA0107,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-0 dry film,,smooth,,,,52,36.4,15.6,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,48.4,static,sessile_drop,,,0.7,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC008,unique_or_condition_distinct_keep
CA0108,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-3 dry film,,smooth,,,,52,39.3,12.7,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,56.2,static,sessile_drop,,,0.6,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,unassigned,,none,2026-05-18,excluded_review,SRC008,unique_or_condition_distinct_keep
CA0109,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-0 swollen sample,,smooth,,,,52,36.4,15.6,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,44.7,static,sessile_drop,,,2.1,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,unassigned,,none,2026-05-18,excluded_review,SRC008,unique_or_condition_distinct_keep
CA0110,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-3 swollen sample,,smooth,,,,52,39.3,12.7,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,49.9,static,sessile_drop,,,3.9,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,unassigned,,none,2026-05-18,excluded_review,SRC008,unique_or_condition_distinct_keep
CA0111,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-0 captive bubble method,,smooth,,,,52,36.4,15.6,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,45.4,apparent,captive_bubble,,,3.8,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,unassigned,,none,2026-05-18,excluded_review,SRC008,unique_or_condition_distinct_keep
CA0112,v3.4,verified,literature,Preparation and characterization of photopolymerized hydrogels for 3D bioprinting applications,Mesquita et al.,2023,10.1038/s41598-023-36956-x,https://doi.org/10.1038/s41598-023-36956-x,Text/Figure 4 values; water contact angle and captive-bubble angle for PEGDA hydrogels,PEGDA hydrogel,biomaterial,,other,PEGDA-3 captive bubble method,,smooth,,,,52,39.3,12.7,,,,same paper text for dry films,literature_reported,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,34.6,apparent,captive_bubble,,,4.9,,,unknown,photopolymerized PEGDA hydrogel formulation,A_high,no,unassigned,,none,2026-05-18,excluded_review,SRC008,unique_or_condition_distinct_keep
CA0113,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,TiO2,oxide,,UV_ozone,"After UV illumination (lambda < 380 nm, 1.1 mW cm^-2).",,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,unknown,,,,,,unknown,"After UV illumination (lambda < 380 nm, 1.1 mW cm^-2).",B_medium,no,unassigned,NDUP001,possible_duplicate,2026-05-18,excluded_review,SRC011,retain_condition_distinct_near_duplicate_same_split_marked
CA0114,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,TiO2,oxide,,UV_ozone,Film prepared with SiO2; superhydrophilic after UV illumination.,,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,0,static,unknown,,,,,,unknown,Film prepared with SiO2; superhydrophilic after UV illumination.,B_medium,no,unassigned,NDUP001,possible_duplicate,2026-05-18,excluded_review,SRC011,retain_condition_distinct_near_duplicate_same_split_marked
