measurement_id,record_id,source_group_id,surface_group_id,legacy_analysis_split,v4_split,applsci_split,allow_training,allow_tuning,allow_evaluation,freeze_status
CA0589,CA0589,SDX010,SFC_B0B8AD6AD8FD,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0590,CA0590,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0591,CA0591,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0592,CA0592,SDX010,SFC_E7FC3D2DD101,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0593,CA0593,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0594,CA0594,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0595,CA0595,SDX010,SFC_F8664D03003D,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0596,CA0596,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0597,CA0597,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0598,CA0598,SDX010,SFC_57C35DC0B570,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0599,CA0599,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0600,CA0600,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0601,CA0601,SDX010,SFC_AD93A15A2199,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0602,CA0602,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0603,CA0603,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0604,CA0604,SDX010,SFC_B9F3779B4230,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0605,CA0605,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0606,CA0606,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0607,CA0607,SDX010,SFC_02B9E44B3DAE,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0608,CA0608,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0609,CA0609,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0610,CA0610,SDX007,SFC_82F5C36F39D2,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0611,CA0611,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0612,CA0612,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0613,CA0613,SDX007,SFC_FF44FFDB2AC3,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0614,CA0614,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0615,CA0615,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
CA0616,CA0616,SDX007,SFC_ACA747208E92,source_disjoint_external,legacy_external,legacy_external,no,no,yes,provisional_v4_bootstrap
EXT_49031F0CF1DA,EXT_49031F0CF1DA,OPEN_CROSS_MATERIAL_2026,SFC_6CC47C08CF64,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A0FF3F05F460,EXT_A0FF3F05F460,OPEN_CROSS_MATERIAL_2026,SFC_FFEC58F1530E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FEB4B983371B,EXT_FEB4B983371B,OPEN_CROSS_MATERIAL_2026,SFC_E543580D2581,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1435D4EE7D58,EXT_1435D4EE7D58,OPEN_CROSS_MATERIAL_2026,SFC_B031A7CFA524,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C5532BFE0392,EXT_C5532BFE0392,OPEN_CROSS_MATERIAL_2026,SFC_88AD8E0824C4,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_44B14E084099,EXT_44B14E084099,OPEN_CROSS_MATERIAL_2026,SFC_3C19B5C5940C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_969E7805FF23,EXT_969E7805FF23,OPEN_CROSS_MATERIAL_2026,SFC_EF22972A391D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AF240CDD39AB,EXT_AF240CDD39AB,OPEN_CROSS_MATERIAL_2026,SFC_DFAA6FA9D311,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1AE336EF5B2E,EXT_1AE336EF5B2E,OPEN_CROSS_MATERIAL_2026,SFC_0E29DCF6B0F6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0D0567136BE4,EXT_0D0567136BE4,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_02746EDBC523,EXT_02746EDBC523,OPEN_CROSS_MATERIAL_2026,SFC_B11F05311C95,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D2BDCF2B48E1,EXT_D2BDCF2B48E1,OPEN_CROSS_MATERIAL_2026,SFC_276FB2540C6B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AD49AC8FC73F,EXT_AD49AC8FC73F,OPEN_CROSS_MATERIAL_2026,SFC_45F8C8F50DAD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_03E658446E71,EXT_03E658446E71,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4192CE86DB7A,EXT_4192CE86DB7A,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CEE170F19AC5,EXT_CEE170F19AC5,OPEN_CROSS_MATERIAL_2026,SFC_C29649784C9E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8A4A8419F90A,EXT_8A4A8419F90A,OPEN_CROSS_MATERIAL_2026,SFC_76251AE8917C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9A2570B5651D,EXT_9A2570B5651D,OPEN_CROSS_MATERIAL_2026,SFC_4B11F0C60536,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_05AE5BE2451B,EXT_05AE5BE2451B,OPEN_CROSS_MATERIAL_2026,SFC_8A5FD38D06DE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C356E81E54A2,EXT_C356E81E54A2,OPEN_CROSS_MATERIAL_2026,SFC_8038D9A6A20A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7EC8DDA8A7F9,EXT_7EC8DDA8A7F9,OPEN_CROSS_MATERIAL_2026,SFC_9E83E4237A7D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6881AA073FB3,EXT_6881AA073FB3,OPEN_CROSS_MATERIAL_2026,SFC_127F69376811,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_88465FC708C8,EXT_88465FC708C8,OPEN_CROSS_MATERIAL_2026,SFC_B2B460B5E74C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F5CE170CF68A,EXT_F5CE170CF68A,OPEN_CROSS_MATERIAL_2026,SFC_CB8C71D24418,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1A2DEF91ADCC,EXT_1A2DEF91ADCC,OPEN_CROSS_MATERIAL_2026,SFC_AFE29766ABB1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3FBC997EA1E4,EXT_3FBC997EA1E4,OPEN_CROSS_MATERIAL_2026,SFC_84E420BFB264,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_EDDBCE0D5ECF,EXT_EDDBCE0D5ECF,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_038089E43DB7,EXT_038089E43DB7,OPEN_CROSS_MATERIAL_2026,SFC_A20F2DE2FF3E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_342CB85D601A,EXT_342CB85D601A,OPEN_CROSS_MATERIAL_2026,SFC_E32E065C262B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8CF003D59705,EXT_8CF003D59705,OPEN_CROSS_MATERIAL_2026,SFC_E82B74C28497,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8EAC9776F893,EXT_8EAC9776F893,OPEN_CROSS_MATERIAL_2026,SFC_953A3ED1CCEC,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D4DD701B186E,EXT_D4DD701B186E,OPEN_CROSS_MATERIAL_2026,SFC_A6484648C3AE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8802B975D414,EXT_8802B975D414,OPEN_CROSS_MATERIAL_2026,SFC_F9572A899579,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C7165B4C6E34,EXT_C7165B4C6E34,OPEN_CROSS_MATERIAL_2026,SFC_87885EEBDCD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8CA8BA32AFC9,EXT_8CA8BA32AFC9,OPEN_CROSS_MATERIAL_2026,SFC_7FF8363F812D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3B4C47EB271C,EXT_3B4C47EB271C,OPEN_CROSS_MATERIAL_2026,SFC_C4A57786C3BE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_45B7FC6A550A,EXT_45B7FC6A550A,OPEN_CROSS_MATERIAL_2026,SFC_CCA852C05DD9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F934ECFE3262,EXT_F934ECFE3262,OPEN_CROSS_MATERIAL_2026,SFC_89A0CB9F83E8,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E452CC93D716,EXT_E452CC93D716,OPEN_CROSS_MATERIAL_2026,SFC_7B8DA975FCE0,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1C5304636A68,EXT_1C5304636A68,OPEN_CROSS_MATERIAL_2026,SFC_B32C6485DACA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9E9C5162297F,EXT_9E9C5162297F,OPEN_CROSS_MATERIAL_2026,SFC_78B198988B7B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_15AAD062FD5E,EXT_15AAD062FD5E,OPEN_CROSS_MATERIAL_2026,SFC_6730336819E9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A1899B98D5EA,EXT_A1899B98D5EA,OPEN_CROSS_MATERIAL_2026,SFC_390D2EEA3DFF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DB8325D5E027,EXT_DB8325D5E027,OPEN_CROSS_MATERIAL_2026,SFC_2FFFD68BED4B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4773F90CE1B2,EXT_4773F90CE1B2,OPEN_CROSS_MATERIAL_2026,SFC_77ED72A5FED3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_58C75DFD37D3,EXT_58C75DFD37D3,OPEN_CROSS_MATERIAL_2026,SFC_697C572C0860,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_17A43035A987,EXT_17A43035A987,OPEN_CROSS_MATERIAL_2026,SFC_51378859DFB5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E296A8BD1A55,EXT_E296A8BD1A55,OPEN_CROSS_MATERIAL_2026,SFC_03E930156743,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AA469EC47BCA,EXT_AA469EC47BCA,OPEN_CROSS_MATERIAL_2026,SFC_B9F3F2625635,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_16D084CD7670,EXT_16D084CD7670,OPEN_CROSS_MATERIAL_2026,SFC_B986E6B26E76,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9C8A1759B53C,EXT_9C8A1759B53C,OPEN_CROSS_MATERIAL_2026,SFC_57F0BA5D8921,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_184D1DD087ED,EXT_184D1DD087ED,OPEN_CROSS_MATERIAL_2026,SFC_CF1F29DEC3F3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_98E4DE19244D,EXT_98E4DE19244D,OPEN_CROSS_MATERIAL_2026,SFC_3302282ACAA2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_701D36C9AEAE,EXT_701D36C9AEAE,OPEN_CROSS_MATERIAL_2026,SFC_049A1C1B4B3F,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_86B54BC887BA,EXT_86B54BC887BA,OPEN_CROSS_MATERIAL_2026,SFC_7B5A5C2A83F1,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FE78EC16D3B2,EXT_FE78EC16D3B2,OPEN_CROSS_MATERIAL_2026,SFC_05D437139AEF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5A22EE7F84A8,EXT_5A22EE7F84A8,OPEN_CROSS_MATERIAL_2026,SFC_E853D5C9A29E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8E080B773589,EXT_8E080B773589,OPEN_CROSS_MATERIAL_2026,SFC_D88CE82490CD,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E27ED8F3E8CB,EXT_E27ED8F3E8CB,OPEN_CROSS_MATERIAL_2026,SFC_3122EC9D3530,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_441FDE2FACD6,EXT_441FDE2FACD6,OPEN_CROSS_MATERIAL_2026,SFC_C4217EEC69EE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_69F4338326C3,EXT_69F4338326C3,OPEN_CROSS_MATERIAL_2026,SFC_EAC59F0538FF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5F16141B2E06,EXT_5F16141B2E06,OPEN_CROSS_MATERIAL_2026,SFC_5F7F48BBA35E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3AA83287CAB2,EXT_3AA83287CAB2,OPEN_CROSS_MATERIAL_2026,SFC_5ED24325E10A,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_EB30F6366EC8,EXT_EB30F6366EC8,OPEN_CROSS_MATERIAL_2026,SFC_D5CB19B7A059,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F6AC65D6E178,EXT_F6AC65D6E178,OPEN_CROSS_MATERIAL_2026,SFC_A2FC0BD30E3E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_AD867DED8067,EXT_AD867DED8067,OPEN_CROSS_MATERIAL_2026,SFC_BB30AA0AE8D6,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DE77FB0D32E3,EXT_DE77FB0D32E3,OPEN_CROSS_MATERIAL_2026,SFC_5D474B7F127E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_A1DD6DB9C693,EXT_A1DD6DB9C693,OPEN_CROSS_MATERIAL_2026,SFC_5774779C7E4E,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D273452DCA87,EXT_D273452DCA87,OPEN_CROSS_MATERIAL_2026,SFC_8D0462C5653C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5C964067DDB9,EXT_5C964067DDB9,OPEN_CROSS_MATERIAL_2026,SFC_008B5AD02DF3,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F5CA0CBE24C8,EXT_F5CA0CBE24C8,OPEN_CROSS_MATERIAL_2026,SFC_71537A54AC75,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_08D2B3E3D155,EXT_08D2B3E3D155,OPEN_CROSS_MATERIAL_2026,SFC_BD28F27D1B1C,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_FDF0865FB056,EXT_FDF0865FB056,OPEN_CROSS_MATERIAL_2026,SFC_4B7DAC13B6CB,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BE98BFBCE0AB,EXT_BE98BFBCE0AB,OPEN_CROSS_MATERIAL_2026,SFC_5D72E873B03B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA7362055C35,EXT_DA7362055C35,OPEN_CROSS_MATERIAL_2026,SFC_78D38330E7A9,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CE8A8FA61210,EXT_CE8A8FA61210,OPEN_CROSS_MATERIAL_2026,SFC_6B46DE746EC7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2F6CF8AC16F3,EXT_2F6CF8AC16F3,OPEN_CROSS_MATERIAL_2026,SFC_2323C916D9CA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8D650D7B5C3B,EXT_8D650D7B5C3B,OPEN_CROSS_MATERIAL_2026,SFC_807168F787F5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_568E7197F0F4,EXT_568E7197F0F4,OPEN_CROSS_MATERIAL_2026,SFC_01C5DA91E115,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D271DBB89E1C,EXT_D271DBB89E1C,OPEN_CROSS_MATERIAL_2026,SFC_C09DABED6453,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D75887E14A30,EXT_D75887E14A30,OPEN_CROSS_MATERIAL_2026,SFC_40D416367ED5,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_F2EF45E9B6C8,EXT_F2EF45E9B6C8,OPEN_CROSS_MATERIAL_2026,SFC_893F8367669D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_5BBBEA92BD69,EXT_5BBBEA92BD69,OPEN_CROSS_MATERIAL_2026,SFC_10AE4DFE50CE,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_6A99656CDA81,EXT_6A99656CDA81,OPEN_CROSS_MATERIAL_2026,SFC_D382AE2DA4CA,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DAD3265356DE,EXT_DAD3265356DE,OPEN_CROSS_MATERIAL_2026,SFC_3D43AF072E6D,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_22311927D024,EXT_22311927D024,OPEN_CROSS_MATERIAL_2026,SFC_D9DD5BCDEBD2,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_3C62AEFD5348,EXT_3C62AEFD5348,OPEN_CROSS_MATERIAL_2026,SFC_E366C485FD23,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_8D21E62DB309,EXT_8D21E62DB309,OPEN_CROSS_MATERIAL_2026,SFC_D1DB5176E829,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2481B8573EB1,EXT_2481B8573EB1,OPEN_CROSS_MATERIAL_2026,SFC_5C7869425C1B,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DF28A6DCCE52,EXT_DF28A6DCCE52,OPEN_CROSS_MATERIAL_2026,SFC_4A211D37EBCC,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_7112F46F959D,EXT_7112F46F959D,OPEN_CROSS_MATERIAL_2026,SFC_E45DCD7FEE37,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CD007E6F73D6,EXT_CD007E6F73D6,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0D45D9BA0074,EXT_0D45D9BA0074,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_297563844CCE,EXT_297563844CCE,OPEN_POLYMER_SURFACES_2023,SFC_D997DF0085DF,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B5BBE06381DD,EXT_B5BBE06381DD,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_CF2DEF31E69A,EXT_CF2DEF31E69A,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_04AB24A5BB0A,EXT_04AB24A5BB0A,OPEN_POLYMER_SURFACES_2023,SFC_874E84FC80A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_1924C779E86F,EXT_1924C779E86F,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_D02ABE046CF1,EXT_D02ABE046CF1,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_B6135F6CB593,EXT_B6135F6CB593,OPEN_POLYMER_SURFACES_2023,SFC_E066D95CCC78,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_59D01A9DD4A8,EXT_59D01A9DD4A8,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA68FAFFF9C1,EXT_DA68FAFFF9C1,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_BFC1FC4FCDFE,EXT_BFC1FC4FCDFE,OPEN_POLYMER_SURFACES_2023,SFC_AC4DDEECE3F7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_9320E89C123F,EXT_9320E89C123F,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_61F8100551D0,EXT_61F8100551D0,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_DA73FA01DE16,EXT_DA73FA01DE16,OPEN_POLYMER_SURFACES_2023,SFC_F0BFA31774A7,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_E8887E8FA242,EXT_E8887E8FA242,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_2D6D530BDE66,EXT_2D6D530BDE66,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_0DF8EFC4C97A,EXT_0DF8EFC4C97A,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_398B369DB1D4,EXT_398B369DB1D4,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_4A1E7242F9DF,EXT_4A1E7242F9DF,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
EXT_C161311E1FB7,EXT_C161311E1FB7,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,prospective_open_external,prospective_open_external,prospective_open_external,no,no,yes,provisional_open_external_pending_model_run
