measurement_id,surface_group_id,source_group_id,liquid_id,contact_angle_deg,contact_angle_type,measurement_method,temperature_K,humidity_percent,pressure_atm,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,quality_grade,conflict_flag,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,data_extraction_note,record_id,sfe_source_type,new_external_source_flag,target_eligible
EXT_90EB026C806A,SFC_F8CAAE03FE56,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,61.0,static,sessile_drop,,,,,,1.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_90EB026C806A,not_reported,yes,yes
EXT_1D5570A27934,SFC_96459A5711ED,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,106.0,static,sessile_drop,,,,,,1.2,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_1D5570A27934,not_reported,yes,yes
EXT_C2CBB107CCEB,SFC_96459A5711ED,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,102.0,static,sessile_drop,,,,,,2.6,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_C2CBB107CCEB,not_reported,yes,yes
EXT_608AC2D3D381,SFC_96459A5711ED,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,95.0,static,sessile_drop,,,,,,2.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_608AC2D3D381,not_reported,yes,yes
EXT_0AE552940B30,SFC_DE9D8D16E40F,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,104.0,static,sessile_drop,,,,,,2.3,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_0AE552940B30,not_reported,yes,yes
EXT_3549187670B3,SFC_DE9D8D16E40F,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,90.0,static,sessile_drop,,,,,,2.8,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_3549187670B3,not_reported,yes,yes
EXT_925A4AF449D5,SFC_DE9D8D16E40F,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,61.0,static,sessile_drop,,,,,,1.9,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_925A4AF449D5,not_reported,yes,yes
EXT_AF4963616E76,SFC_A7A6BDD5941D,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_AF4963616E76,not_reported,yes,yes
EXT_74D717509DFB,SFC_A7A6BDD5941D,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_74D717509DFB,not_reported,yes,yes
EXT_6E149AD2F9BC,SFC_A7A6BDD5941D,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_6E149AD2F9BC,not_reported,yes,yes
EXT_A77898F3791B,SFC_AEE4770633F2,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,166.0,static,sessile_drop,,,,,,2.3,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_A77898F3791B,not_reported,yes,yes
EXT_2B7215CA739E,SFC_AEE4770633F2,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,159.0,static,sessile_drop,,,,,,2.5,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_2B7215CA739E,not_reported,yes,yes
EXT_6A76549F5884,SFC_AEE4770633F2,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,153.0,static,sessile_drop,,,,,,3.4,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_6A76549F5884,not_reported,yes,yes
EXT_14B3DFB49864,SFC_E0770C382AAA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,164.0,static,sessile_drop,,,,,,4.1,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_14B3DFB49864,not_reported,yes,yes
EXT_038669031712,SFC_E0770C382AAA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,152.0,static,sessile_drop,,,,,,2.3,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_038669031712,not_reported,yes,yes
EXT_6181C20E4C23,SFC_E0770C382AAA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,148.0,static,sessile_drop,,,,,,4.3,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_6181C20E4C23,not_reported,yes,yes
EXT_72A5665216D0,SFC_D1ADE9B03D51,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,126.0,static,sessile_drop,,,,,,2.8,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_72A5665216D0,not_reported,yes,yes
EXT_2BFE763DBE7F,SFC_D1ADE9B03D51,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,84.0,static,sessile_drop,,,,,,4.5,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_2BFE763DBE7F,not_reported,yes,yes
EXT_8D65AE043571,SFC_D1ADE9B03D51,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_8D65AE043571,not_reported,yes,yes
EXT_C6C3DE3E198C,SFC_F4A35D2DD4C5,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,147.0,static,sessile_drop,,,,,,2.9,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_C6C3DE3E198C,not_reported,yes,yes
EXT_CB7F947E87F6,SFC_F4A35D2DD4C5,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,143.0,static,sessile_drop,,,,,,2.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_CB7F947E87F6,not_reported,yes,yes
EXT_08747D17F0BD,SFC_F4A35D2DD4C5,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,140.0,static,sessile_drop,,,,,,3.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_08747D17F0BD,not_reported,yes,yes
EXT_8197A3621B99,SFC_B6F1BA3CA55E,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,145.0,static,sessile_drop,,,,,,3.8,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_8197A3621B99,not_reported,yes,yes
EXT_9C403EA34EBF,SFC_B6F1BA3CA55E,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,136.0,static,sessile_drop,,,,,,1.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_9C403EA34EBF,not_reported,yes,yes
EXT_0DF6420B4440,SFC_B6F1BA3CA55E,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,127.0,static,sessile_drop,,,,,,2.5,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_0DF6420B4440,not_reported,yes,yes
EXT_E6B7DB163BBF,SFC_ADC096AE0D75,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,129.0,static,sessile_drop,,,,,,3.5,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_E6B7DB163BBF,not_reported,yes,yes
EXT_CE643B4A3F85,SFC_ADC096AE0D75,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_CE643B4A3F85,not_reported,yes,yes
EXT_FE000B13E4CD,SFC_ADC096AE0D75,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,0.0,static,sessile_drop,,,,,,0.0,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_FE000B13E4CD,not_reported,yes,yes
EXT_80DEF70D19C2,SFC_7E09C519A040,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,156.0,static,sessile_drop,,,,,,2.9,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_80DEF70D19C2,not_reported,yes,yes
EXT_9AB928688B6A,SFC_7E09C519A040,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,150.0,static,sessile_drop,,,,,,1.4,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_9AB928688B6A,not_reported,yes,yes
EXT_5361E028DB1F,SFC_7E09C519A040,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,150.0,static,sessile_drop,,,,,,2.4,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_5361E028DB1F,not_reported,yes,yes
EXT_3C536EB8B2E0,SFC_FE1BCA204FFA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_0F4168490E,151.0,static,sessile_drop,,,,,,3.3,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_3C536EB8B2E0,not_reported,yes,yes
EXT_E53A49812943,SFC_FE1BCA204FFA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_1BD1B94C09,145.0,static,sessile_drop,,,,,,3.2,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_E53A49812943,not_reported,yes,yes
EXT_EE607E307472,SFC_FE1BCA204FFA,OPEN_TEXTILE_ANTI_WETTING_2019,LIQ_6656B41AB7,140.0,static,sessile_drop,,,,,,3.7,,,A_high,no,,,,,not_reported,JATS table polymers-11-00498-t006; Contact and shedding angles of surfaces.; CA columns; Static contact angle and SD extracted from CA columns only; shedding-angle columns were intentionally excluded.,EXT_EE607E307472,not_reported,yes,yes
EXT_618188348392,SFC_01B9AA1C0B74,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,113.0,static,sessile_drop,,,,,15.0,5.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_618188348392,not_reported,yes,yes
EXT_069D7AE7FCAD,SFC_B1D8AACA85B5,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,76.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_069D7AE7FCAD,not_reported,yes,yes
EXT_8935C7528E56,SFC_662849118DF0,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,64.0,static,sessile_drop,,,,,15.0,5.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_8935C7528E56,not_reported,yes,yes
EXT_C98B044A6F7F,SFC_29A9F5906DC4,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,74.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_C98B044A6F7F,not_reported,yes,yes
EXT_4299E75704B2,SFC_01B9AA1C0B74,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,92.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_4299E75704B2,not_reported,yes,yes
EXT_C0A69AE67463,SFC_B1D8AACA85B5,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,64.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_C0A69AE67463,not_reported,yes,yes
EXT_59A1C74C7C24,SFC_662849118DF0,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,54.0,static,sessile_drop,,,,,15.0,5.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_59A1C74C7C24,not_reported,yes,yes
EXT_28942280B8C6,SFC_29A9F5906DC4,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,60.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_28942280B8C6,not_reported,yes,yes
EXT_264C8AB42663,SFC_01B9AA1C0B74,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,83.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_264C8AB42663,not_reported,yes,yes
EXT_0C90915034B7,SFC_B1D8AACA85B5,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,48.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_0C90915034B7,not_reported,yes,yes
EXT_197AF6112F5C,SFC_662849118DF0,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,47.0,static,sessile_drop,,,,,15.0,5.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_197AF6112F5C,not_reported,yes,yes
EXT_F7284554E363,SFC_29A9F5906DC4,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,46.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_F7284554E363,not_reported,yes,yes
EXT_832E508A7F45,SFC_4640D599C795,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,43.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_832E508A7F45,not_reported,yes,yes
EXT_263F0D060209,SFC_869B011AB104,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,74.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_263F0D060209,not_reported,yes,yes
EXT_4511C3A71669,SFC_52F0F5BD3D6C,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,71.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_4511C3A71669,not_reported,yes,yes
EXT_8BBA4B544E54,SFC_8864A171D8DB,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,74.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_8BBA4B544E54,not_reported,yes,yes
EXT_2EB8A593D55E,SFC_4640D599C795,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,24.0,static,sessile_drop,,,,,15.0,9.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_2EB8A593D55E,not_reported,yes,yes
EXT_A9A71A63993D,SFC_869B011AB104,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,62.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_A9A71A63993D,not_reported,yes,yes
EXT_B078FBEC9CEC,SFC_52F0F5BD3D6C,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,52.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_B078FBEC9CEC,not_reported,yes,yes
EXT_57487A07628B,SFC_8864A171D8DB,OPEN_PLA_FILMS_2021,LIQ_1BD1B94C09,56.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_57487A07628B,not_reported,yes,yes
EXT_45CE8585FF60,SFC_4640D599C795,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,48.0,static,sessile_drop,,,,,15.0,1.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_45CE8585FF60,not_reported,yes,yes
EXT_B488569FF3A6,SFC_869B011AB104,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,49.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_B488569FF3A6,not_reported,yes,yes
EXT_489544822E64,SFC_52F0F5BD3D6C,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,45.0,static,sessile_drop,,,,,15.0,3.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_489544822E64,not_reported,yes,yes
EXT_5C43DD51F487,SFC_8864A171D8DB,OPEN_PLA_FILMS_2021,LIQ_6656B41AB7,46.0,static,sessile_drop,,,,,15.0,2.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_5C43DD51F487,not_reported,yes,yes
EXT_0780FA855EA7,SFC_CA0DF2A414ED,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,74.0,static,sessile_drop,,,,,15.0,5.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_0780FA855EA7,not_reported,yes,yes
EXT_F2DE1724D72F,SFC_0FBA62725BE6,OPEN_PLA_FILMS_2021,LIQ_0F4168490E,76.0,static,sessile_drop,,,,,15.0,4.0,,,A_high,no,,,,,not_reported,"JATS table polymers-13-04289-t001; Contact angles of water (θW), formamide (θF), and diiodomethane (θD) of PLA films casted on PTFE, glass, Ti6Al4V, and silicone, according to the solvent.; Average +/- standard deviation extracted from Table 1. The article reports at least fifteen drops on three samples; replicates_n=15 is a conservative lower bound.",EXT_F2DE1724D72F,not_reported,yes,yes
