record_status,source_group_id,source_title,original_table_location,surface_label,material,treatment,state,liquid,contact_angle_deg,contact_angle_type,std_deg,range_deg,reported_uncertainty_deg,uncertainty_type,replicate_n,measurement_method,droplet_volume,license,DOI,keep_reason,extraction_note
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Nd2O3', water theta_adv column",Sintered Nd2O3,Nd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,101,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Nd2O3', ethylene glycol theta_adv column",Sintered Nd2O3,Nd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,76,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Nd2O3', diiodomethane theta_adv column",Sintered Nd2O3,Nd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,58,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Sm2O3', water theta_adv column",Sintered Sm2O3,Sm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,107,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Sm2O3', ethylene glycol theta_adv column",Sintered Sm2O3,Sm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,84,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Sm2O3', diiodomethane theta_adv column",Sintered Sm2O3,Sm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,58,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Eu2O3', water theta_adv column",Sintered Eu2O3,Eu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,104,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Eu2O3', ethylene glycol theta_adv column",Sintered Eu2O3,Eu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,78,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Eu2O3', diiodomethane theta_adv column",Sintered Eu2O3,Eu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,55,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Gd2O3', water theta_adv column",Sintered Gd2O3,Gd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,109,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Gd2O3', ethylene glycol theta_adv column",Sintered Gd2O3,Gd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,85,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Gd2O3', diiodomethane theta_adv column",Sintered Gd2O3,Gd2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,67,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tb7O12', water theta_adv column",Sintered Tb7O12,Tb7O12,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,107,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tb7O12', ethylene glycol theta_adv column",Sintered Tb7O12,Tb7O12,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,69,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tb7O12', diiodomethane theta_adv column",Sintered Tb7O12,Tb7O12,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,45,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Dy2O3', water theta_adv column",Sintered Dy2O3,Dy2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,105,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Dy2O3', ethylene glycol theta_adv column",Sintered Dy2O3,Dy2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,77,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Dy2O3', diiodomethane theta_adv column",Sintered Dy2O3,Dy2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,55,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Ho2O3', water theta_adv column",Sintered Ho2O3,Ho2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,115,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Ho2O3', ethylene glycol theta_adv column",Sintered Ho2O3,Ho2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,88,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Ho2O3', diiodomethane theta_adv column",Sintered Ho2O3,Ho2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,60,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Er2O3', water theta_adv column",Sintered Er2O3,Er2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,108,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Er2O3', ethylene glycol theta_adv column",Sintered Er2O3,Er2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,82,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Er2O3', diiodomethane theta_adv column",Sintered Er2O3,Er2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,58,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tm2O3', water theta_adv column",Sintered Tm2O3,Tm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,112,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tm2O3', ethylene glycol theta_adv column",Sintered Tm2O3,Tm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,87,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Tm2O3', diiodomethane theta_adv column",Sintered Tm2O3,Tm2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,60,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Yb2O3', water theta_adv column",Sintered Yb2O3,Yb2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,100,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Yb2O3', ethylene glycol theta_adv column",Sintered Yb2O3,Yb2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,73,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Yb2O3', diiodomethane theta_adv column",Sintered Yb2O3,Yb2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,56,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Lu2O3', water theta_adv column",Sintered Lu2O3,Lu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,water,98,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Lu2O3', ethylene glycol theta_adv column",Sintered Lu2O3,Lu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,ethylene glycol,79,advancing,,,5,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Sintered Lu2O3', diiodomethane theta_adv column",Sintered Lu2O3,Lu2O3,sintered pellet; mirror polished to 0.03 um before measurement,polished sintered ceramic; cleaned and vacuum-desiccated,diiodomethane,55,advancing,,,4,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'CeO2 sputtered on smooth silicon', water theta_adv column",CeO2 sputtered on smooth silicon,CeO2 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,water,109,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'CeO2 sputtered on smooth silicon', ethylene glycol theta_adv column",CeO2 sputtered on smooth silicon,CeO2 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,ethylene glycol,80,advancing,,,3,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'CeO2 sputtered on smooth silicon', diiodomethane theta_adv column",CeO2 sputtered on smooth silicon,CeO2 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,diiodomethane,63,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Er2O3 sputtered on smooth silicon', water theta_adv column",Er2O3 sputtered on smooth silicon,Er2O3 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,water,110,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Er2O3 sputtered on smooth silicon', ethylene glycol theta_adv column",Er2O3 sputtered on smooth silicon,Er2O3 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,ethylene glycol,81,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
keep,SRC004,Hydrophobicity of Rare-Earth Oxide Ceramics,"Supplementary Table S2, row 'Er2O3 sputtered on smooth silicon', diiodomethane theta_adv column",Er2O3 sputtered on smooth silicon,Er2O3 thin film on silicon,rare-earth oxide sputtered on smooth silicon,smooth silicon-supported film; cleaned and vacuum-desiccated,diiodomethane,65,advancing,,,2,reported_plus_minus_type_not_defined,,"Rame-Hart M500 advanced goniometer; sintered pellets polished to a mirror finish down to 0.03 um alumina, solvent/water cleaned, and vacuum-desiccated.",not reported,Copyright 2013 Macmillan Publishers Limited. All rights reserved.,10.1038/NMAT3545,keep_primary_supplementary_table_value,Table S2 labels theta_adv. The separate water contact-angle-hysteresis column was intentionally not imported as a contact-angle target.
